activity_id,student_id,course_id,video_watched_min,quiz_score,assignment_score,timestamp
A036355,S033546,C048044,148,62,38,2024-12-27
A036356,S009983,C013631,217,88,55,2024-12-01
A036357,S001927,C006742,286,93,18,2024-08-21
A036358,S004899,C003776,212,5,52,2024-12-29
A036359,S002963,C036190,183,41,76,2024-12-30
A036360,S028570,C035220,192,96,46,2024-11-26
A036361,S044491,C018572,244,2,4,2024-11-30
A036362,S047174,C002115,203,28,85,2024-07-14
A036363,S006351,C031384,177,24,52,2024-12-28
A036364,S002092,C038254,225,66,31,2022-10-07
A036365,S035761,C024956,177,68,89,2024-10-02
A036366,S009983,C013631,266,7,39,2024-12-27
A036367,S033252,C019720,247,68,65,2024-12-29
A036368,S048232,C035831,127,80,63,2024-10-20
A036369,S005689,C017642,223,19,100,2024-08-10
A036370,S021643,C046779,45,25,79,2024-12-18
A036371,S026803,C030518,288,55,75,2024-11-28
A036372,S039433,C045898,97,75,59,2024-12-29
A036373,S002678,C049790,12,39,91,2024-10-18
A036374,S038959,C017939,35,17,19,2024-11-11
A036375,S022926,C006829,138,43,11,2024-10-17
A036376,S038103,C022795,206,96,74,2024-12-05
A036377,S032577,C033732,166,20,37,2024-12-29
A036378,S008663,C043709,127,36,72,2024-11-16
A036379,S000064,C034312,263,51,34,2024-12-20
A036380,S030169,C010811,94,28,15,2024-10-14
A036381,S023338,C038470,224,90,42,2024-12-19
A036382,S009414,C026051,226,22,81,2024-09-09
A036383,S034149,C036814,40,66,25,2024-12-21
A036384,S013386,C047382,129,99,8,2024-12-21
A036385,S043222,C037148,35,28,67,2024-12-01
A036386,S014888,C048866,238,54,8,2024-12-15
A036387,S041646,C006250,142,97,18,2024-12-29
A036388,S001369,C049837,246,66,88,2024-05-23
A036389,S018231,C016431,5,80,8,2024-07-07
A036390,S047550,C042352,272,35,53,2024-09-16
A036391,S048501,C039021,19,9,32,2024-12-27
A036392,S034951,C007334,290,100,3,2024-12-25
A036393,S016078,C027919,175,25,43,2024-12-27
A036394,S032571,C044925,68,8,53,2024-09-09
A036395,S044713,C048971,221,68,28,2024-07-19
A036396,S038829,C028081,109,92,33,2024-10-18
A036397,S039702,C023719,119,60,62,2024-04-25
A036398,S048475,C009782,148,36,41,2024-07-26
A036399,S044782,C028107,88,55,13,2023-12-19
A036400,S029392,C017933,96,31,47,2024-12-24
A036401,S034416,C022720,128,75,93,2024-12-21
A036402,S008694,C036363,62,96,79,2024-05-27
A036403,S042495,C038764,102,64,5,2024-09-11
A036404,S036553,C031354,192,84,36,2024-12-24
A036405,S034673,C049627,50,92,48,2024-12-05
A036406,S037663,C015273,70,17,57,2024-12-29
A036407,S021886,C002388,96,4,97,2024-12-17
A036408,S038816,C020130,24,94,95,2024-12-28
A036409,S015538,C022565,231,77,64,2024-11-19
A036410,S016762,C048527,8,64,51,2024-10-31
A036411,S043159,C047325,189,47,29,2024-12-13
A036412,S045290,C015397,276,100,18,2024-06-22
A036413,S019972,C013698,83,68,31,2023-02-01
A036414,S002559,C026446,251,62,55,2024-12-29
A036415,S015076,C022594,198,92,1,2024-10-20
A036416,S017974,C009856,149,45,42,2024-12-09
A036417,S049569,C016156,133,11,65,2024-12-15
A036418,S024730,C029939,10,35,81,2024-10-31
A036419,S009899,C044227,37,30,93,2024-11-29
A036420,S045194,C020888,88,61,82,2024-11-11
A036421,S045818,C035009,31,95,94,2024-03-27
A036422,S039854,C021105,70,2,33,2024-09-17
A036423,S002376,C049030,185,19,3,2024-12-27
A036424,S004584,C009347,74,68,6,2024-09-10
A036425,S013878,C030019,89,36,89,2024-10-28
A036426,S007608,C030655,243,19,62,2024-07-24
A036427,S029889,C006723,183,73,96,2023-06-17
A036428,S032309,C042300,187,100,15,2024-12-20
A036429,S030126,C016370,267,87,86,2024-10-23
A036430,S044958,C031850,244,89,27,2024-10-26
A036431,S029900,C003460,226,68,1,2024-12-15
A036432,S030145,C021729,119,85,71,2024-09-05
A036433,S011559,C030457,264,57,62,2024-12-14
A036434,S025437,C041226,133,87,95,2024-10-19
A036435,S029441,C027637,239,33,11,2024-10-13
A036436,S044689,C024368,239,51,92,2024-09-17
A036437,S027381,C032670,82,21,60,2024-12-02
A036438,S048896,C028297,208,79,37,2024-10-19
A036439,S045032,C014537,219,36,80,2024-12-20
A036440,S036521,C005542,237,56,23,2024-12-11
A036441,S049420,C030503,225,92,83,2024-10-17
A036442,S041116,C046549,83,21,15,2024-12-29
A036443,S016333,C012434,109,27,62,2024-12-20
A036444,S021203,C039790,185,75,96,2024-10-22
A036445,S042689,C020648,270,71,37,2024-03-30
A036446,S018714,C023162,274,25,62,2024-12-11
A036447,S027288,C025404,183,84,56,2024-12-28
A036448,S046173,C044826,3,2,77,2024-12-20
A036449,S016554,C046211,154,0,62,2024-12-17
A036450,S034700,C010586,298,49,22,2024-11-28
A036451,S012449,C039080,108,37,97,2024-09-23
A036452,S038636,C029931,118,83,24,2024-10-19
A036453,S042159,C022150,160,21,31,2024-11-28
A036454,S028886,C035190,212,69,44,2024-08-10
A036455,S012502,C023017,286,52,21,2024-12-24
A036456,S028253,C019059,55,96,70,2024-12-12
A036457,S046114,C038576,37,68,87,2024-12-01
A036458,S047837,C042007,282,30,81,2024-12-26
A036459,S006105,C011554,83,66,54,2024-11-27
A036460,S047968,C024812,270,20,73,2024-12-21
A036461,S015775,C017252,68,47,11,2024-07-27
A036462,S019332,C027755,10,12,86,2024-11-23
A036463,S011852,C017262,103,80,83,2024-12-12
A036464,S014433,C039385,183,27,64,2024-11-06
A036465,S047811,C042322,276,67,44,2024-12-14
A036466,S028773,C035114,261,75,69,2024-11-23
A036467,S019160,C040506,153,81,89,2024-07-18
A036468,S012467,C024151,85,8,36,2024-10-26
A036469,S004305,C046351,202,59,2,2024-12-30
A036470,S049621,C013087,18,1,11,2024-12-24
A036471,S023799,C022168,235,94,91,2024-12-17
A036472,S018785,C010812,155,55,99,2024-09-03
A036473,S029968,C027892,30,100,63,2024-11-27
A036474,S020571,C044618,5,32,16,2024-11-12
A036475,S036618,C031804,265,57,19,2024-08-04
A036476,S046048,C042851,147,0,75,2024-11-24
A036477,S044223,C017347,244,82,87,2024-12-30
A036478,S029895,C010567,198,28,44,2024-11-10
A036479,S012921,C040572,168,34,1,2023-07-15
A036480,S010548,C033658,209,75,4,2024-09-21
A036481,S013744,C004621,95,45,22,2023-11-08
A036482,S043087,C013978,158,22,100,2024-11-02
A036483,S034295,C014715,225,86,96,2024-12-28
A036484,S021452,C036645,40,91,24,2024-12-10
A036485,S004002,C003152,103,2,47,2024-12-07
A036486,S021284,C041950,218,33,74,2024-08-26
A036487,S011348,C012778,160,45,46,2024-12-29
A036488,S023105,C016300,21,96,75,2024-11-26
A036489,S027041,C049643,205,51,10,2024-12-18
A036490,S026026,C002115,78,56,53,2024-12-03
A036491,S025608,C048114,242,93,10,2024-07-14
A036492,S024844,C016095,219,78,30,2024-11-22
A036493,S021927,C011021,64,74,0,2024-12-30
A036494,S032305,C028118,96,35,53,2024-09-07
A036495,S018785,C044645,278,9,15,2024-12-30
A036496,S032184,C041183,24,86,89,2024-12-30
A036497,S033116,C047430,48,23,60,2024-09-24
A036498,S022155,C031263,46,41,52,2024-12-25
A036499,S025558,C002853,298,49,16,2024-03-25
A036500,S009747,C003407,52,86,36,2024-12-07
A036501,S017892,C023610,181,10,27,2024-06-15
A036502,S002508,C044356,231,40,55,2024-12-18
A036503,S028470,C015360,281,34,94,2024-12-15
A036504,S044893,C008002,281,90,21,2024-12-18
A036505,S033449,C018087,210,75,17,2024-11-11
A036506,S012452,C042401,12,38,18,2024-07-16
A036507,S017025,C023237,240,86,37,2024-11-29
A036508,S038706,C047838,246,80,16,2024-11-27
A036509,S043563,C030175,46,33,81,2024-12-04
A036510,S040694,C007792,155,79,65,2024-10-12
A036511,S018642,C037813,293,50,84,2024-08-09
A036512,S028921,C033850,215,30,91,2024-12-19
A036513,S039603,C006095,190,86,25,2024-11-12
A036514,S044677,C039556,263,42,56,2024-02-02
A036515,S037195,C008722,160,24,97,2024-11-06
A036516,S009385,C020087,101,6,87,2024-12-30
A036517,S030552,C032119,29,100,81,2024-12-28
A036518,S016138,C017128,27,91,11,2024-08-08
A036519,S044272,C025745,195,47,80,2024-11-30
A036520,S034035,C033629,81,62,55,2024-09-25
A036521,S041618,C037763,78,16,97,2024-12-07
A036522,S046704,C004542,166,55,35,2024-12-29
A036523,S048593,C012485,205,92,98,2024-10-22
A036524,S006341,C001938,50,66,2,2024-11-28
A036525,S007912,C037230,273,99,2,2024-10-01
A036526,S027761,C014189,113,96,60,2024-10-09
A036527,S005237,C015134,32,6,84,2024-07-03
A036528,S046545,C035502,264,88,28,2024-12-13
A036529,S017801,C016728,163,25,46,2024-12-28
A036530,S017076,C026901,50,25,91,2024-12-28
A036531,S018806,C023295,215,37,56,2024-08-18
A036532,S037660,C005270,2,67,96,2024-08-08
A036533,S026864,C001313,132,2,10,2024-12-08
A036534,S008218,C021952,16,10,51,2024-12-08
A036535,S043547,C009516,67,48,17,2024-12-01
A036536,S037481,C026904,95,67,25,2024-11-11
A036537,S031377,C028420,180,92,3,2024-11-02
A036538,S017525,C046842,226,43,57,2024-12-18
A036539,S009172,C030185,168,28,98,2024-11-02
A036540,S024084,C010336,28,15,82,2024-11-07
A036541,S034438,C029933,192,19,99,2024-08-03
A036542,S031584,C045848,83,19,35,2024-12-12
A036543,S005380,C009343,225,21,81,2024-11-21
A036544,S043145,C023794,94,47,50,2024-12-24
A036545,S048812,C023747,107,20,12,2024-11-27
A036546,S013300,C030625,119,81,0,2024-12-29
A036547,S032777,C041301,67,25,51,2024-11-07
A036548,S013098,C031888,299,83,63,2024-11-27
A036549,S036803,C011087,262,9,11,2024-12-12
A036550,S019875,C037117,19,82,6,2024-08-23
A036551,S023017,C000242,38,15,64,2024-10-20
A036552,S010399,C041353,25,46,62,2024-12-03
A036553,S031152,C002740,35,24,74,2024-12-30
A036554,S004556,C034778,8,83,75,2024-12-27
A036555,S047003,C042701,226,89,36,2024-12-27
A036556,S001887,C009053,281,5,80,2024-08-07
A036557,S005374,C023610,92,28,47,2024-11-27
A036558,S003316,C038931,62,89,100,2024-11-09
A036559,S027489,C013267,123,14,71,2024-09-21
A036560,S006579,C042547,128,54,6,2024-12-28
A036561,S001565,C034605,172,61,15,2024-12-09
A036562,S015862,C011604,100,3,38,2024-05-31
A036563,S002098,C008843,236,83,60,2024-12-17
A036564,S038769,C004429,235,34,9,2024-11-24
A036565,S034699,C014421,267,50,35,2024-12-25
A036566,S018162,C032572,265,12,45,2024-12-18
A036567,S047998,C023588,264,82,66,2024-11-27
A036568,S039177,C044642,33,30,36,2024-12-14
A036569,S028868,C023380,165,8,8,2024-09-06
A036570,S018709,C035629,279,27,21,2024-04-02
A036571,S006439,C014737,254,77,4,2024-12-18
A036572,S018605,C003396,68,98,38,2024-12-30
A036573,S043693,C027329,31,63,40,2024-12-30
A036574,S000988,C014417,280,12,23,2024-10-29
A036575,S018436,C026322,116,27,9,2024-04-20
A036576,S014147,C013768,271,82,89,2024-12-04
A036577,S023475,C032717,18,72,2,2024-12-23
A036578,S024573,C004646,274,8,81,2024-12-10
A036579,S020477,C022513,271,92,68,2024-12-29
A036580,S034575,C024303,123,89,93,2024-07-31
A036581,S049203,C049867,136,83,85,2024-12-27
A036582,S030774,C007788,204,67,43,2024-01-20
A036583,S010060,C042189,216,94,98,2024-11-28
A036584,S015683,C048265,6,83,73,2024-12-16
A036585,S049144,C023496,180,13,16,2024-08-12
A036586,S001678,C043504,291,43,71,2024-12-15
A036587,S024193,C047212,23,86,93,2024-11-02
A036588,S005667,C043748,156,33,57,2024-02-18
A036589,S020595,C007294,263,90,61,2024-01-07
A036590,S020901,C048853,21,67,35,2024-12-25
A036591,S039583,C024148,140,5,72,2024-05-21
A036592,S021517,C046622,168,14,15,2024-12-29
A036593,S002529,C028967,91,45,27,2024-11-05
A036594,S009341,C039746,154,98,29,2024-06-28
A036595,S039320,C009380,106,55,36,2024-12-24
A036596,S015150,C042102,266,35,84,2024-12-28
A036597,S034121,C020247,225,11,62,2024-10-23
A036598,S048286,C038458,199,81,84,2024-12-26
A036599,S001782,C009697,6,73,78,2024-12-30
A036600,S047076,C037299,102,2,45,2024-09-26
A036601,S006829,C008704,148,6,25,2024-02-19
A036602,S042633,C031115,248,29,88,2024-08-24
A036603,S011411,C017873,222,93,45,2023-12-16
A036604,S010857,C048320,99,73,68,2024-12-27
A036605,S020081,C037876,269,97,73,2024-10-01
A036606,S049951,C043265,25,97,33,2024-10-30
A036607,S036356,C044393,94,22,10,2024-11-03
A036608,S021356,C030621,298,57,82,2024-11-20
A036609,S028963,C049169,108,96,77,2024-12-25
A036610,S003933,C024868,172,61,51,2024-10-04
A036611,S031473,C049974,23,80,91,2024-12-29
A036612,S043139,C025083,2,52,62,2023-11-28
A036613,S022587,C027790,163,58,22,2024-08-26
A036614,S040151,C003072,263,42,58,2024-12-16
A036615,S011428,C023974,82,36,86,2024-12-16
A036616,S028159,C000840,147,22,38,2024-12-30
A036617,S024266,C049272,189,85,95,2024-12-23
A036618,S018299,C045446,52,45,35,2024-12-28
A036619,S022313,C044722,2,23,64,2024-11-06
A036620,S001801,C037201,266,78,55,2024-09-14
A036621,S036976,C004491,146,31,93,2024-11-24
A036622,S011850,C000440,218,31,90,2024-12-03
A036623,S033908,C015083,299,27,6,2023-12-05
A036624,S005961,C004292,38,31,25,2024-05-13
A036625,S040887,C019355,75,91,69,2024-12-26
A036626,S018230,C038793,51,39,75,2024-09-22
A036627,S033576,C013556,156,45,97,2024-12-10
A036628,S005565,C014544,257,19,8,2024-11-19
A036629,S037383,C001898,228,82,9,2024-12-28
A036630,S006943,C041639,101,93,32,2024-12-02
A036631,S022911,C025158,184,73,96,2024-03-26
A036632,S027892,C008592,172,20,75,2024-07-19
A036633,S021130,C011448,187,84,4,2024-12-16
A036634,S041848,C037674,225,54,2,2024-11-02
A036635,S003909,C015115,128,7,18,2024-10-21
A036636,S010792,C039756,72,3,27,2024-05-02
A036637,S027913,C047051,9,72,76,2024-12-29
A036638,S008426,C041197,207,65,77,2024-12-23
A036639,S007354,C009315,147,34,29,2024-09-29
A036640,S037725,C031325,161,86,44,2024-12-30
A036641,S042227,C022709,193,95,30,2024-12-22
A036642,S006090,C026011,35,86,18,2024-11-06
A036643,S042959,C009386,257,12,91,2024-12-29
A036644,S033768,C002882,281,89,18,2024-05-23
A036645,S002006,C017005,26,78,41,2024-12-27
A036646,S048902,C004670,275,25,42,2024-12-01
A036647,S019027,C030483,91,86,75,2024-11-30
A036648,S006685,C029978,108,35,73,2024-06-10
A036649,S012572,C046238,34,20,86,2024-10-22
A036650,S003795,C000098,296,48,26,2024-10-19
A036651,S007512,C038373,132,34,86,2024-03-21
A036652,S008060,C040108,179,84,93,2024-09-29
A036653,S045276,C020569,234,87,10,2024-12-29
A036654,S031744,C030876,161,81,36,2024-09-18
A036655,S025130,C003865,92,66,54,2024-12-06
A036656,S026571,C002695,281,61,97,2024-12-08
A036657,S034851,C011986,245,29,62,2024-12-07
A036658,S041564,C035624,156,73,93,2024-12-28
A036659,S005236,C017306,218,23,89,2024-06-04
A036660,S037703,C024096,17,10,68,2024-10-20
A036661,S032160,C048264,220,88,64,2024-12-26
A036662,S034430,C011169,69,89,27,2024-08-25
A036663,S033258,C021070,70,55,78,2024-12-20
A036664,S045965,C040360,182,85,9,2024-11-26
A036665,S011601,C028131,94,81,25,2024-10-25
A036666,S031508,C048640,107,81,36,2024-09-19
A036667,S010345,C030991,218,26,12,2024-05-31
A036668,S007168,C035753,147,97,33,2024-09-27
A036669,S045805,C045166,70,58,55,2024-11-13
A036670,S010218,C026572,116,47,29,2024-11-09
A036671,S011943,C006678,172,43,55,2024-10-10
A036672,S010355,C030340,295,53,89,2024-12-27
A036673,S030614,C049700,255,26,86,2024-12-07
A036674,S014812,C044060,2,81,2,2024-12-14
A036675,S002432,C020456,162,53,22,2024-10-25
A036676,S038008,C046149,194,54,14,2024-12-22
A036677,S042162,C045664,139,18,40,2024-12-22
A036678,S024525,C040134,171,7,48,2024-09-15
A036679,S008110,C046197,220,84,42,2024-12-20
A036680,S033537,C030943,119,40,34,2024-12-15
A036681,S028159,C035616,211,69,55,2024-12-30
A036682,S003782,C049435,276,18,4,2024-06-22
A036683,S021587,C049475,232,31,80,2024-10-02
A036684,S024715,C020008,177,7,65,2024-05-01
A036685,S017195,C006489,180,60,48,2024-10-28
A036686,S024856,C027579,257,7,10,2024-09-04
A036687,S013251,C015604,256,22,70,2024-10-05
A036688,S022699,C015154,71,31,50,2024-10-12
A036689,S034164,C019112,37,90,78,2024-11-27
A036690,S005862,C014589,103,54,54,2024-12-14
A036691,S048009,C020175,31,53,87,2024-12-27
A036692,S045272,C021374,193,39,15,2024-11-16
A036693,S016924,C041936,278,89,10,2023-10-16
A036694,S047257,C001936,183,74,53,2024-12-30
A036695,S042868,C045300,34,59,17,2024-04-07
A036696,S041659,C022839,103,76,21,2024-10-06
A036697,S015310,C021580,159,61,41,2024-11-02
A036698,S033059,C039642,205,47,40,2024-12-18
A036699,S047357,C003119,231,24,37,2024-12-29
A036700,S008116,C000689,97,61,56,2024-12-29
A036701,S025439,C005827,215,47,86,2024-11-26
A036702,S009220,C007760,242,49,56,2024-09-19
A036703,S032618,C015625,271,13,44,2024-11-22
A036704,S014726,C034806,182,91,71,2024-12-28
A036705,S016503,C038416,275,41,60,2024-12-11
A036706,S030668,C006244,40,3,71,2024-12-16
A036707,S033203,C018281,253,49,86,2024-12-20
A036708,S003577,C039333,193,16,10,2024-03-20
A036709,S018579,C029078,236,36,30,2023-06-18
A036710,S046875,C026709,133,17,38,2024-12-26
A036711,S044460,C009128,236,26,51,2024-12-23
A036712,S025261,C042521,191,48,15,2024-11-05
A036713,S034155,C007467,32,33,56,2024-12-30
A036714,S038482,C014920,224,60,95,2024-08-26
A036715,S035361,C042988,98,79,72,2024-10-20
A036716,S008048,C022155,15,75,39,2024-12-29
A036717,S027118,C023594,188,79,50,2024-09-03
A036718,S003016,C031518,148,47,16,2024-10-22
A036719,S044004,C022034,171,100,28,2024-09-11
A036720,S027085,C019985,143,10,28,2024-02-13
A036721,S001382,C006418,280,33,74,2024-12-27
A036722,S035822,C008590,3,30,46,2024-11-13
A036723,S008683,C037955,161,10,100,2024-12-28
A036724,S001535,C006047,289,91,87,2024-09-24
A036725,S010385,C045749,103,88,13,2024-12-30
A036726,S009686,C010822,241,64,22,2024-10-12
A036727,S011683,C004418,152,98,29,2024-11-14
A036728,S012469,C006359,30,62,65,2024-12-15
A036729,S005383,C014096,248,35,76,2024-12-08
A036730,S028804,C049841,159,31,76,2024-12-27
A036731,S028948,C029457,35,13,4,2024-12-03
A036732,S001545,C039749,289,55,52,2024-06-29
A036733,S003648,C046844,298,97,70,2024-11-11
A036734,S021953,C017096,267,22,52,2024-09-11
A036735,S011547,C048955,27,33,16,2024-11-25
A036736,S018801,C015710,206,94,6,2022-07-28
A036737,S040217,C005914,189,14,24,2024-12-30
A036738,S015367,C005740,162,14,6,2022-07-23
A036739,S016083,C029937,27,91,60,2024-12-28
A036740,S031663,C040344,264,92,67,2024-12-28
A036741,S021209,C033485,196,76,8,2024-07-28
A036742,S000709,C016941,276,86,10,2024-12-21
A036743,S022761,C046929,229,51,11,2024-11-29
A036744,S011005,C025975,78,35,42,2024-12-25
A036745,S030650,C041372,263,46,46,2023-08-02
A036746,S022833,C000965,299,47,98,2024-08-18
A036747,S028121,C014656,110,87,67,2024-12-26
A036748,S036712,C045502,252,21,69,2024-11-21
A036749,S002961,C034534,86,13,63,2024-12-30
A036750,S031813,C048101,122,45,88,2024-12-29
A036751,S033934,C029855,233,64,73,2024-12-04
A036752,S038913,C020901,80,33,51,2024-12-21
A036753,S003698,C010390,2,8,49,2024-12-09
A036754,S016397,C011397,82,98,25,2024-12-25
A036755,S045870,C020121,56,32,61,2024-12-25
A036756,S020793,C044045,214,1,78,2024-08-13
A036757,S014485,C031307,49,21,67,2024-12-08
A036758,S047124,C020354,88,59,53,2024-06-04
A036759,S038719,C005762,196,58,78,2024-11-20
A036760,S003370,C025262,239,28,13,2024-10-26
A036761,S026406,C021726,217,13,37,2024-12-27
A036762,S012561,C044294,16,19,18,2024-12-17
A036763,S013107,C003208,27,53,94,2024-11-02
A036764,S046424,C029762,160,88,12,2024-12-28
A036765,S003261,C005033,123,69,84,2024-12-25
A036766,S025148,C037602,71,63,72,2024-12-29
A036767,S004074,C023517,221,13,47,2024-12-08
A036768,S001469,C008416,195,95,18,2024-11-27
A036769,S013655,C020973,57,77,41,2024-12-22
A036770,S035701,C036941,90,81,56,2023-12-21
A036771,S012583,C006590,9,34,27,2024-12-18
A036772,S004603,C047145,286,11,50,2023-05-17
A036773,S045098,C027213,205,55,14,2023-07-09
A036774,S042205,C029691,283,33,72,2023-06-03
A036775,S012239,C042208,52,24,2,2024-11-26
A036776,S015638,C031410,40,90,85,2024-07-22
A036777,S042221,C025358,225,72,62,2024-11-30
A036778,S012692,C021899,231,72,10,2024-08-17
A036779,S024054,C035838,49,79,54,2024-12-25
A036780,S001937,C036893,215,66,91,2024-12-17
A036781,S009336,C046813,243,22,33,2024-12-28
A036782,S013360,C016467,140,32,43,2024-06-24
A036783,S048340,C032824,93,11,38,2024-07-19
A036784,S013572,C003589,152,89,90,2024-11-26
A036785,S004067,C026864,56,1,65,2024-09-16
A036786,S031838,C031345,22,1,8,2024-12-27
A036787,S004951,C035433,140,17,35,2024-07-31
A036788,S040256,C035214,235,92,25,2024-12-18
A036789,S019139,C042276,187,76,95,2024-12-14
A036790,S038957,C006972,230,69,30,2023-11-16
A036791,S028673,C031390,283,25,52,2024-11-13
A036792,S042915,C013944,238,36,75,2024-12-29
A036793,S029546,C017591,165,71,10,2024-12-27
A036794,S035481,C037541,162,29,34,2024-12-20
A036795,S011206,C019483,63,50,54,2024-09-12
A036796,S000124,C002871,31,59,73,2024-12-08
A036797,S011516,C010057,294,87,16,2024-10-20
A036798,S018584,C047569,241,12,45,2024-12-06
A036799,S037664,C013802,150,63,34,2024-11-16
A036800,S008208,C032964,51,16,59,2024-12-28
A036801,S018556,C000277,33,47,13,2024-12-27
A036802,S037642,C035368,58,57,90,2024-12-16
A036803,S008410,C030604,262,1,45,2024-09-11
A036804,S037120,C046713,123,54,5,2024-05-17
A036805,S046571,C035136,161,88,97,2024-12-30
A036806,S047650,C033513,271,24,29,2024-11-26
A036807,S047309,C008774,279,89,79,2024-11-15
A036808,S024673,C004243,131,35,18,2024-10-16
A036809,S036028,C042083,92,75,37,2024-06-16
A036810,S037162,C004154,288,8,93,2024-05-14
A036811,S044308,C011152,114,59,14,2024-11-14
A036812,S030156,C038719,122,60,76,2024-09-08
A036813,S007769,C026352,105,21,63,2024-10-31
A036814,S029302,C043049,223,60,49,2024-05-05
A036815,S041910,C042886,7,47,68,2024-12-15
A036816,S006004,C033281,46,91,77,2024-12-13
A036817,S027927,C029962,215,70,85,2024-08-27
A036818,S047499,C033437,274,98,87,2024-12-30
A036819,S040210,C017903,87,21,14,2024-10-15
A036820,S003161,C033942,82,63,60,2024-11-27
A036821,S046747,C020844,63,61,37,2024-12-26
A036822,S046621,C030395,250,18,91,2024-12-28
A036823,S049386,C022325,63,56,59,2024-09-09
A036824,S047003,C042701,235,59,26,2024-12-24
A036825,S012913,C024765,127,6,66,2024-07-07
A036826,S015988,C048152,236,64,22,2024-07-23
A036827,S037189,C039976,86,97,71,2024-07-18
A036828,S013137,C032147,136,13,13,2024-11-05
A036829,S026421,C045667,167,8,50,2024-08-04
A036830,S024284,C029078,53,57,41,2024-12-29
A036831,S039512,C047250,149,53,14,2024-11-05
A036832,S000150,C016588,183,97,59,2024-06-17
A036833,S034261,C010875,34,99,11,2024-11-27
A036834,S041790,C043970,211,89,68,2024-10-18
A036835,S020038,C019779,210,61,76,2024-12-25
A036836,S003970,C038466,6,30,83,2024-12-02
A036837,S043855,C042015,211,17,59,2024-12-04
A036838,S039433,C046904,66,31,89,2024-08-06
A036839,S004926,C041040,299,73,61,2024-12-01
A036840,S023349,C012481,104,85,2,2024-12-27
A036841,S005391,C026429,14,22,79,2024-11-12
A036842,S003537,C023032,252,63,79,2024-08-05
A036843,S028888,C002765,285,0,13,2024-11-02
A036844,S009030,C031450,154,52,51,2024-12-28
A036845,S016973,C046037,68,16,68,2024-09-29
A036846,S005670,C022729,232,27,49,2024-11-28
A036847,S015856,C027038,71,47,16,2024-05-19
A036848,S004160,C012726,49,65,90,2024-07-21
A036849,S012779,C037055,159,1,13,2024-12-06
A036850,S045776,C048836,204,95,85,2024-11-19
A036851,S037145,C025093,183,82,63,2024-11-14
A036852,S018870,C018215,188,39,20,2024-12-14
A036853,S034168,C032288,222,99,94,2024-12-17
A036854,S046306,C049838,50,20,7,2024-12-23
A036855,S000423,C019444,252,11,91,2024-07-02
A036856,S022636,C031998,42,63,71,2024-09-12
A036857,S027135,C014954,100,48,68,2024-11-04
A036858,S006325,C029045,177,21,52,2024-12-26
A036859,S006665,C048240,224,80,87,2024-12-16
A036860,S043833,C047322,254,42,45,2024-11-09
A036861,S020958,C024236,18,21,36,2024-09-11
A036862,S049816,C023898,220,97,68,2024-05-09
A036863,S013214,C037947,126,57,40,2024-12-30
A036864,S032883,C038292,121,8,44,2024-09-08
A036865,S023946,C021211,226,75,32,2024-12-12
A036866,S011025,C049925,264,36,47,2024-02-08
A036867,S037587,C029001,211,41,39,2024-11-26
A036868,S010431,C042965,286,28,42,2024-12-02
A036869,S045007,C004873,298,80,100,2024-10-29
A036870,S031096,C012848,163,50,83,2024-10-23
A036871,S028929,C037083,279,92,5,2024-12-19
A036872,S035399,C014934,248,8,36,2024-06-07
A036873,S020155,C034400,33,18,70,2024-10-30
A036874,S012680,C047499,153,56,80,2024-12-29
A036875,S017459,C049561,207,21,8,2024-09-24
A036876,S032204,C049352,278,5,100,2024-12-29
A036877,S014713,C027519,192,31,69,2024-02-11
A036878,S022274,C039419,257,40,46,2024-04-01
A036879,S001899,C035479,182,55,16,2024-03-29
A036880,S021515,C042382,221,10,19,2024-11-11
A036881,S049504,C006714,158,95,94,2024-11-30
A036882,S039421,C030510,32,10,89,2024-12-30
A036883,S037807,C010018,93,21,29,2024-11-15
A036884,S037403,C032669,234,2,25,2024-12-29
A036885,S026276,C011324,85,88,20,2024-10-18
A036886,S042887,C042591,269,34,67,2024-10-26
A036887,S038770,C041800,210,39,84,2024-10-16
A036888,S041534,C034914,83,97,64,2024-05-24
A036889,S012852,C017639,11,25,8,2024-11-23
A036890,S021141,C043994,239,2,55,2024-10-27
A036891,S005200,C029636,265,75,43,2024-12-25
A036892,S017324,C013583,20,55,100,2024-05-26
A036893,S035700,C018737,271,19,57,2024-12-18
A036894,S007871,C027672,195,16,83,2024-12-27
A036895,S048043,C039003,51,59,48,2024-03-29
A036896,S039686,C046510,135,20,87,2024-11-18
A036897,S004366,C002664,104,80,68,2024-12-16
A036898,S016548,C006877,284,33,66,2024-12-29
A036899,S028597,C035922,52,29,30,2024-11-15
A036900,S009334,C020586,75,81,93,2024-11-01
A036901,S045775,C042492,109,10,45,2024-04-23
A036902,S004204,C035814,160,76,21,2024-12-28
A036903,S045926,C000712,31,92,36,2024-12-29
A036904,S031486,C039580,93,60,85,2024-04-25
A036905,S041734,C048717,90,32,38,2024-12-21
A036906,S045142,C034499,278,63,76,2024-04-11
A036907,S003424,C016396,122,95,98,2024-12-27
A036908,S035827,C022769,103,21,92,2024-12-28
A036909,S035334,C034408,43,45,69,2024-05-28
A036910,S007455,C003912,18,14,71,2024-06-21
A036911,S027726,C031150,95,6,82,2024-08-01
A036912,S021453,C015664,216,75,42,2024-08-09
